1.24	0.000218296
1.25	0.000212071
1.26	0.000206009
1.27	0.000200091
1.28	0.000194316
1.29	0.000188682
1.3	0.000183194
1.31	0.000177858
1.32	0.000172681
1.33	0.000167667
1.34	0.000162825
1.35	0.000158158
1.36	0.000153675
1.37	0.00014938
1.38	0.000145281
1.39	0.000141377
1.4	0.00013767
1.41	0.000134164
1.42	0.000130867
1.43	0.00012777
1.44	0.00012484
1.45	0.000122079
1.46	0.000119492
1.47	0.000117085
1.48	0.000114863
1.49	0.000112829
1.5	0.000110989
1.51	0.000109335
1.52	0.000107797
1.53	0.000106365
1.54	0.000105042
1.55	0.000103782
1.56	0.000102538
1.57	0.000101309
1.58	0.000100097
1.59	0.0000989025
1.6	0.0000977256
1.61	0.0000965675
1.62	0.0000954272
1.63	0.0000943043
1.64	0.0000931997
1.65	0.0000921139
1.66	0.0000910480
1.67	0.0000900026
1.68	0.0000889784
1.69	0.0000879764
1.7	0.0000869972
1.71	0.0000860418
1.72	0.0000851108
1.73	0.0000842044
1.74	0.0000833144
1.75	0.0000824382
1.76	0.0000815763
1.77	0.0000807295
1.78	0.0000798981
1.79	0.0000790828
1.8	0.0000782843
1.81	0.0000775029
1.82	0.0000767393
1.83	0.0000759940
1.84	0.0000752678
1.85	0.0000745609
1.86	0.0000738738
1.87	0.0000732046
1.88	0.0000725535
1.89	0.0000719209
1.9	0.0000712997
1.91	0.0000706746
1.92	0.0000700453
1.93	0.0000694121
1.94	0.0000687748
1.95	0.0000681338
1.96	0.0000674890
1.97	0.0000668405
1.98	0.0000661886
1.99	0.0000655334
2	0.0000648748
2.01	0.0000642131
2.02	0.0000635484
2.03	0.0000628808
2.04	0.0000622104
2.05	0.0000615374
2.06	0.0000608617
2.07	0.0000601837
2.08	0.0000595034
2.09	0.0000588208
2.1	0.0000581364
2.11	0.0000574498
2.12	0.0000567615
2.13	0.0000560715
2.14	0.0000553800
2.15	0.0000546871
2.16	0.0000539928
2.17	0.0000532974
2.18	0.0000526009
2.19	0.0000519034
2.2	0.0000512053
2.21	0.0000505064
2.22	0.0000498071
2.23	0.0000491073
2.24	0.0000484073
2.25	0.0000477071
2.26	0.0000470069
2.27	0.0000463068
2.28	0.0000456071
2.29	0.0000449076
2.3	0.0000442088
2.31	0.0000435105
2.32	0.0000428132
2.33	0.0000421167
2.34	0.0000414214
2.35	0.0000407272
2.36	0.0000400345
2.37	0.0000393431
2.38	0.0000386534
2.39	0.0000379654
2.4	0.0000372795
2.41	0.0000365955
2.42	0.0000359137
2.43	0.0000352343
2.44	0.0000345573
2.45	0.0000338829
2.46	0.0000332113
2.47	0.0000325425
2.48	0.0000318768
2.49	0.0000312144
2.5	0.0000305552
2.51	0.0000298995
2.52	0.0000292474
2.53	0.0000285991
2.54	0.0000279547
2.55	0.0000273143
2.56	0.0000266781
2.57	0.0000260464
2.58	0.0000254191
2.59	0.0000247964
2.6	0.0000241785
2.61	0.0000235656
2.62	0.0000229578
2.63	0.0000223551
2.64	0.0000217579
2.65	0.0000211661
2.66	0.0000205802
2.67	0.0000199997
2.68	0.0000194245
2.69	0.0000188546
2.7	0.0000182902
2.71	0.0000177315
2.72	0.0000171786
2.73	0.0000166317
2.74	0.0000160908
2.75	0.0000155562
2.76	0.0000150279
2.77	0.0000145061
2.78	0.0000139911
2.79	0.0000134828
2.8	0.0000129815
2.81	0.0000124873
2.82	0.0000120003
2.83	0.0000115207
2.84	0.0000110487
2.85	0.0000105843
2.86	0.0000101278
2.87	0.00000967931
2.88	0.00000923891
2.89	0.00000880679
2.9	0.00000838310
2.91	0.00000796799
2.92	0.00000756160
2.93	0.00000716408
2.94	0.00000677559
2.95	0.00000639627
2.96	0.00000602627
2.97	0.00000566574
2.98	0.00000531483
2.99	0.00000497370
3	0.00000464249
3.01	0.00000432136
3.02	0.00000401045
3.03	0.00000370991
3.04	0.00000341990
3.05	0.00000314056
3.06	0.00000287206
3.07	0.00000261453
3.08	0.00000236813
3.09	0.00000213302
3.1	0.00000190934
3.11	0.00000169724
3.12	0.00000149687
3.13	0.00000130839
3.14	0.00000113194
3.15	0.000000967674
3.16	0.000000815744
3.17	0.000000676297
3.18	0.000000549480
3.19	0.000000435440
3.2	0.000000334325
3.21	0.000000246277
3.22	0.000000171439
3.23	0.000000109950
3.24	0.0000000619436
3.25	0.0000000275479
3.26	0.0000000068757
3.27	0

